Date,y_A,y_B,y_C,ymmu_A,ymmu_B,ymmu_C,sigma_A,sigma_B,sigma_C,FTI,FTIdma,FTIpctrank,MSI,MSIdma,CSI,CSIdma,AR
2015/1/2,0.0286382486204214,0.0318983591516949,0.0203967950037583,,,,,,,,,,,,,,
2015/1/5,0.0113861881226368,0.0145207596867533,0.0134274133735192,,,,,,,,,,,,,,
2015/1/6,0.01870472036952,0.0257503185181299,0.0266168618390386,,,,,,,,,,,,,,
2015/1/7,0.0346698613309688,0.0434981629089798,0.0323456650468508,,,,,,,,,,,,,,
2015/1/8,0.0299475029656175,0.0348596397707054,0.027292919839823,,,,,,,,,,,,,,
2015/1/9,-0.0060371407089028,-0.0112390723315,-0.0122665797613173,,,,,,,,,,,,,,
2015/1/12,0.0183423288320403,0.0132280138185989,0.014307034985097,,,,,,,,,,,,,,
2015/1/13,0.0044100212463157,0.0089341281144851,-0.0001422751570766,,,,,,,,,,,,,,
2015/1/14,0.0050189286437967,0.0041594087117914,-0.0038307954307424,,,,,,,,,,,,,,
2015/1/15,0.01151826120025,0.0124037425698136,0.0111089111704163,,,,,,,,,,,,,,
2015/1/16,0.0081465783890284,0.0101919674862095,0.0078931805142625,,,,,,,,,,,,,,
2015/1/20,0.0247198218117117,0.0252190150361614,0.0186585108830586,,,,,,,,,,,,,,
2015/1/21,0.0159510057074475,0.0180350984748453,0.0134759334628601,,,,,,,,,,,,,,
2015/1/22,0.0078636360661603,0.0158351434221273,0.0143662196233676,,,,,,,,,,,,,,
2015/1/23,0.0119390304606606,0.0159250103783968,0.0114314451924571,,,,,,,,,,,,,,
2015/1/26,0.0105452388052461,0.0137903321483722,0.0075634843857053,,,,,,,,,,,,,,
2015/1/27,0.0252233268226222,0.0252637052520851,0.0172783851313546,,,,,,,,,,,,,,
2015/1/28,0.0037294857431146,0.0115702750412877,0.0120653941709822,,,,,,,,,,,,,,
2015/1/29,0.0102845833165403,0.007842227425298,0.0046144021787083,,,,,,,,,,,,,,
2015/1/30,-0.0044789961838186,0.0007041292091481,-0.0038173289889605,-0.0180051277618874,-0.015415389030521,-0.0154566078621186,0.0110334289681386,0.012456252515615,0.0111119454413356,4.291860564951351,,,6.12941592968616,,0.7002071019793079,,0.956727485193352
2015/2/2,-0.0259684953246612,-0.0378505887764266,-0.0299573547804929,-0.0367642897054759,-0.0504826596196897,-0.0390789261644384,0.0135633973185073,0.0168093976720893,0.0142770336754832,0.3874913928462039,,,0.2145994702164208,,1.805649345058605,,0.974784398108458
2015/2/3,0.0145922492508635,0.0219548548322871,0.0191608173930176,0.0036361518136375,0.0089510792317474,0.0097525758080972,0.0135896627760843,0.0169350850682325,0.0144248373336732,0.3158034544158665,,,0.4065300456497773,,0.7768268490736079,,0.9743622344165928
2015/2/4,0.0172589044415139,0.0258274221976161,0.0248644806413211,0.0063750978006882,0.012819791413102,0.0155438581162865,0.0135500620557672,0.01693814797175,0.0143197469153627,5.924754364164099,,,1.968938608927721,,3.0091107652110622,,0.9746712024823164
2015/2/5,-0.003063172136422,-0.0062828171109205,-0.0043371826755665,-0.0120603271038782,-0.0168013988944395,-0.0118236628144802,0.012661654047485,0.0158440721269757,0.0135435931184329,2.361145914935535,,,5.108444273590592,,0.4622044968058244,,0.9713668903288006
2015/2/6,0.0350349326863363,0.0433782356944677,0.0326163984163612,0.0257834062328441,0.0324337241147605,0.0248637443486206,0.0131465161912742,0.0166279714196441,0.0139980264481016,7.704004807976871,,,18.616118648944735,,0.4138351797845668,,0.9735324570717824
2015/2/9,-0.0120718770096607,-0.0127549668290501,-0.0087050289738059,-0.0210216666481149,-0.0236236836838798,-0.0166357605809221,0.0135780592383451,0.0167375062941896,0.013750409601911,1.9996363571964124,,,5.803891943119339,,0.3445336985584357,,0.9733693699932544
2015/2/10,0.0069033598684359,0.0057105877278324,0.0068679990287674,-0.0014744813218381,-0.0047822578224588,-0.0006907807805322,0.0134013662749524,0.0167661197393791,0.0136692253527736,3.4402145474146373,,,0.4227641700824369,,8.137431671997684,,0.9756449589684124
2015/2/11,0.0039568460912127,0.0001657030620653,9.533067527306492e-06,-0.0043983363413062,-0.0098887212356049,-0.0075568371530025,0.0134088091171152,0.0169229347013565,0.0136647653698335,4.2570772058680975,,,10.944837805871936,,0.3889575415712569,,0.9773651539258112
2015/2/12,0.0257128491904815,0.0266884309119473,0.0212097090662847,0.0163229707306284,0.0155075555042692,0.0123913136209034,0.0139262591142049,0.0172564096168755,0.0137126227026965,10.238798888709752,,,0.2907607922554601,,35.21382236334679,,0.9804145961716826
2015/2/13,0.0249106369716494,0.0316035825739256,0.026105478533103,0.0148511397232263,0.0194627151660419,0.0165372547195874,0.0143495265109034,0.0178518017011041,0.0142441794836858,4.350637466130348,,,2.209094294265117,,1.969421349475552,,0.9816835788193996
2015/2/17,0.0082845024514645,0.0096722437733786,0.0075168893748497,-0.0017818910000804,-0.0024426374488636,-0.0020325198816953,0.0143485919123382,0.017855165906822,0.0142467567080693,0.3898344929084902,,,0.7273783630088769,,0.5359445822610105,,0.981691842772115
2015/2/18,0.0111079748709405,0.0115450932939072,0.0100270042553597,0.0017221737664341,0.0001139081587777,0.0009091703301997,0.013933786121207,0.0175867617229882,0.0140861235870569,0.3318418093196881,,,0.4676783355050203,,0.7095513820655178,,0.9823144907875728
2015/2/19,-0.0049051448266495,-0.0028289849077024,-0.0054947616026255,-0.013248138404451,-0.0132169658737044,-0.0136640607745112,0.0141945834575486,0.0177920219400725,0.0144121645063463,3.5628952202057373,,,7.749277960747309,,0.4597712507220668,,0.9824947322871048
2015/2/20,-0.018730758362883,-0.0208702582357425,-0.020334210247505,-0.0257440322192323,-0.0294229691188511,-0.0267684879258471,0.0154334444784223,0.0190492525937526,0.0156614536259534,0.9819898732861972,,,0.3677660076155858,,2.670148553567899,,0.9861405346073128
2015/2/23,0.0019237760502757,-8.045164234506564e-05,-0.0027083776506839,-0.0045887350855544,-0.0078328894244165,-0.0084356641868689,0.0154276880361085,0.0190594339368212,0.0157429369253566,1.4623777801542093,,,2.3263649260293224,,0.6286106551005389,,0.9857952361357302
2015/2/24,0.0083022307290882,0.0061641441459568,0.0069621646359718,0.001901869997066,-0.0012069842359938,0.0012649440872734,0.0154049654574435,0.0190084980842676,0.0157398194662723,2.689713544914092,,,0.0389723575515845,,69.01593113411062,,0.985755608882882
2015/2/25,0.0218866382610512,0.0279186648199356,0.0231533216216556,0.0156531119571076,0.0204147884595923,0.0171623542484422,0.0152071837575569,0.0191487824198245,0.0160196635213801,2.489821346871145,,,0.1903476942627992,,13.080386166557028,,0.9879070312211942
2015/2/26,0.021533591059727,0.0241403213948032,0.0226017815537256,0.0144098594899527,0.0160079427167842,0.016083994811375,0.0155696783135828,0.0194924774922878,0.0163987041870782,0.5610019903181774,,,1.2581191081732943,,0.445905309500239,,0.9904545983056344
2015/2/27,0.0014252155528436,0.0020239719839757,0.0010288090548213,-0.0052555476287457,-0.0058174939219772,-0.0053096980313349,0.0156010128789804,0.0195403937049317,0.0164401556860428,1.3045527935321626,,,0.7162166077746837,,1.8214500744201747,,0.9913202067663954
2015/3/2,0.0025006943813294,0.0079855282844822,0.0027719109902713,-0.0045290533285174,-0.0002200075752373,-0.0038960580948465,0.015415196528467,0.0194681128987777,0.0162912704389684,13.218357145694782,,,0.3905709192574293,,33.84367983880138,,0.9916280098908036
